hit_direct,hit_distance,hit_height,landing_direct,landing_distance,landing_height,x_direct,x_distance,y_direct,y_distance,velocity,ball_type
3,2,0,1,1,0,0,0,0,0,11.432,error
3,1,0,1,1,0,0,0,0,0,19.293,error
3,1,0,2,1,0,0,0,0,0,11.53,error
2,1,0,2,1,0,0,0,0,0,26.168000000000003,cut
2,1,0,2,1,0,0,0,0,0,0.418,netplay
2,1,0,2,1,0,0,0,0,0,1.028,error
2,1,0,4,1,0,0,0,0,0,23.2,error
2,1,0,2,1,0,0,0,0,0,6.329,error
2,1,0,1,1,0,0,0,0,0,2.7680000000000002,error
3,1,0,2,1,0,0,0,0,0,6.737,error
2,1,0,2,1,0,0,0,0,0,18.447,long
2,1,0,0,1,0,0,0,0,0,4.513999999999999,error
4,1,0,2,1,0,0,0,0,0,16.637,error
2,1,0,1,1,0,0,0,0,0,17.246,error
4,1,0,2,2,0,0,0,0,0,8.904,error
2,2,0,2,2,0,0,0,0,0,16.048,error
2,2,0,1,1,0,0,0,0,0,48.275,smash
3,1,0,2,1,0,0,0,0,0,6.4670000000000005,error
2,1,0,2,1,0,0,0,0,0,8.22,error
2,1,0,1,2,0,0,0,0,0,6.204,error
3,2,0,2,1,0,0,0,0,0,6.904,error
2,1,0,0,1,0,0,0,0,0,37.225,smash
4,1,0,0,2,0,0,0,0,0,38.564,error
4,2,0,1,1,0,0,0,0,0,0.0,error
3,1,0,2,1,0,0,0,0,0,2.476,error
2,1,0,2,2,0,0,0,0,0,5.815,error
2,2,0,0,1,0,0,0,0,0,14.639000000000001,error
4,1,0,2,1,0,0,0,0,0,14.277000000000001,error
2,1,0,2,1,0,0,0,0,0,20.379,cut
2,1,0,2,1,0,0,0,0,0,12.132,netplay
2,1,0,2,2,0,0,0,0,0,8.332,error
2,2,0,2,2,0,0,0,0,0,17.945,lob
2,2,0,1,1,0,0,0,0,0,6.761,error
3,1,0,2,1,0,0,0,0,0,5.102,error
2,1,0,1,1,0,0,0,0,0,8.118,error
3,1,0,1,1,0,0,0,0,0,14.360999999999999,error
3,1,0,3,1,0,0,0,0,0,0.0,error
1,1,0,2,1,0,0,0,0,0,3.1489999999999996,error
2,1,0,1,1,0,0,0,0,0,17.484,error
3,1,0,1,2,0,0,0,0,0,7.751,error
3,2,0,2,2,0,0,0,0,0,11.520999999999999,error
2,2,0,2,2,0,0,0,0,0,23.24,smash
2,2,0,0,3,0,0,0,0,0,16.407,lob
4,3,0,1,2,0,0,0,0,0,13.638,smash
3,2,0,1,3,0,0,0,0,0,0.0,error
3,3,0,1,1,0,0,0,0,0,19.738,error
3,1,0,1,1,0,0,0,0,0,1.6569999999999998,error
3,1,0,1,1,0,0,0,0,0,9.193,error
3,1,0,2,1,0,0,0,0,0,6.204,smash
2,1,0,4,1,0,0,0,0,0,5.849,netplay
0,1,0,2,4,0,0,0,0,0,11.030999999999999,error
2,4,0,1,1,0,0,0,0,0,6.622000000000001,error
3,1,0,0,1,0,0,0,0,0,6.732,error
4,1,0,1,2,0,0,0,0,0,3.7680000000000002,lob
3,2,0,1,1,0,0,0,0,0,7.143,error
3,1,0,2,2,0,0,0,0,0,23.666999999999998,lob
2,2,0,0,2,0,0,0,0,0,10.977,error
4,2,0,1,1,0,0,0,0,0,7.707000000000001,smash
3,1,0,1,2,0,0,0,0,0,8.629,lob
3,2,0,1,1,0,0,0,0,0,1.556,error
3,1,0,1,1,0,0,0,0,0,3.9530000000000003,error
3,1,0,0,2,0,0,0,0,0,6.846,long
4,2,0,0,2,0,0,0,0,0,6.064,error
4,2,0,0,2,0,0,0,0,0,24.99,smash
4,2,0,2,2,0,0,0,0,0,2.932,lob
2,2,0,2,1,0,0,0,0,0,1.785,error
2,1,0,0,1,0,0,0,0,0,6.489,error
4,1,0,2,2,0,0,0,0,0,4.47,lob
2,2,0,1,1,0,0,0,0,0,6.709,error
3,1,0,2,1,0,0,0,0,0,5.0889999999999995,netplay
2,1,0,2,2,0,0,0,0,0,7.867000000000001,lob
2,2,0,1,2,0,0,0,0,0,12.193,lob
3,2,0,2,2,0,0,0,0,0,5.667000000000001,error
2,2,0,1,1,0,0,0,0,0,17.396,error
3,1,0,2,1,0,0,0,0,0,9.259,netplay
2,1,0,0,1,0,0,0,0,0,4.66,netplay
4,1,0,2,1,0,0,0,0,0,18.613,netplay
2,1,0,0,2,0,0,0,0,0,4.8469999999999995,error
4,2,0,1,2,0,0,0,0,0,8.242,lob
3,2,0,1,1,0,0,0,0,0,7.034,error
3,1,0,1,1,0,0,0,0,0,43.278999999999996,smash
3,1,0,1,1,0,0,0,0,0,11.175999999999998,error
3,1,0,1,2,0,0,0,0,0,4.955,error
3,2,0,2,2,0,0,0,0,0,12.307,error
2,2,0,2,1,0,0,0,0,0,17.692,error
2,1,0,1,2,0,0,0,0,0,9.675,lob
