rally,ball_round,time,frame_num,player,server,type,aroundhead,backhand,hit_area,hit_x,hit_y,hit_height,lose_reason,win_reason,roundscore_A,roundscore_B,getpoint_player,landing_area,landing_x,landing_y,landing_height,flying_time,now_right_x,now_right_y,now_left_x,now_left_y,next_right_x,next_right_y,next_left_x,next_left_y,right_delta_x,right_delta_y,left_delta_x,left_delta_y,right_x_speed,right_y_speed,right_speed,left_x_speed,left_y_speed,left_speed,avg_ball_speed,left_right_distance,hitting_area_number,landing_area_number
7.0,1.0,00:28:47.680,43192.0,B,1.0,發長球,,,B2,254.0,679.0,2.0,,,2,4,,B4,92.0,32.0,1.0,,,,,,161,-157,201,-73,80.0,10.0,80.0,80.0,27.0,27.750000000000004,38.71772849742092,24.5,178.0,179.6781845411401,,970.1407114434483,,4
7.0,2.0,00:28:49.520,43238.0,A,,殺球,,,B4,92.0,32.0,1.0,,,2,4,,A2,78.0,652.0,2.0,480.0,161,-157,201,-73,157,-65,218,1023,0.0,60.0,90.0,70.0,20.0,31.5,37.31286641361127,30.25,161.75,164.55432233764023,1.237574089392676,137.18600511714013,4,1
7.0,3.0,00:28:50.000,43250.0,B,,擋小球,,1.0,A2,78.0,652.0,2.0,,,2,4,,A1,299.0,334.0,2.0,1040.0,157,-65,218,1023,362,310,302,242,20.0,20.0,90.0,60.0,48.0,18.0,51.26402247190519,47.25,233.5,238.23268562478995,0.23959340944423413,52.43090691567332,1,2
7.0,4.0,00:28:51.040,43276.0,A,,挑球,,1.0,A1,299.0,334.0,2.0,,,2,4,,A3,69.0,877.0,1.0,1160.0,362,310,302,242,244,145,120,1061,20.0,20.0,30.0,60.0,14.499999999999998,24.5,28.469281690973517,20.75,174.0,175.23288076157397,0.31014001862608576,942.427716061025,2,1
7.0,5.0,00:28:52.200,43305.0,B,,長球,1.0,,A3,69.0,877.0,1.0,,,2,4,,B4,54.0,29.0,1.0,1560.0,244,145,120,1061,68,-149,90,-36,50.0,50.0,0.0,60.0,18.75,53.75,56.9264876836785,5.0,141.0,141.088624630053,0.4506958468678826,83.19855767980596,1,4
7.0,6.0,00:28:53.760,43344.0,A,,切球,,,B4,54.0,29.0,1.0,,,2,4,,A1,68.0,547.0,2.0,880.0,68,-149,90,-36,124,-80,184,988,20.0,40.0,70.0,80.0,7.000000000000001,21.5,22.610838109190027,24.25,97.0,99.98531142122827,0.626843613515991,749.1928990587137,4,1
7.0,7.0,00:28:54.640,43366.0,B,,挑球,,1.0,A1,68.0,547.0,2.0,,,2,4,,A3,350.0,54.0,1.0,1240.0,124,-80,184,988,442,35,360,35,80.0,60.0,80.0,0.0,2.0,76.0,76.02631123499285,2.0,217.49999999999997,217.50919520792678,0.39224566247372133,78.77182237323191,1,3
7.0,8.0,00:28:55.880,43397.0,A,,長球,,1.0,A3,350.0,54.0,1.0,,,2,4,,A3,99.0,881.0,1.0,1080.0,442,35,360,35,298,49,216,1083,90.0,10.0,10.0,0.0,2.25,20.25,20.374616560809187,62.25000000000001,290.0,296.6059043579544,0.5094250571859309,501.7897966280303,3,1
7.0,9.0,00:28:56.960,43424.0,B,,長球,1.0,,A3,99.0,881.0,1.0,,,2,4,,B4,66.0,37.0,1.0,960.0,298,49,216,1083,190,-50,185,0,90.0,30.0,90.0,40.0,9.75,43.25,44.3353696274205,22.75,263.5,264.48026864021443,0.6198671610184135,967.1618272037002,1,4
7.0,10.0,00:28:57.920,43448.0,A,,長球,,,B4,66.0,37.0,1.0,,,2,4,,A4,61.0,890.0,1.0,1600.0,190,-50,185,0,213,104,116,1210,70.0,0.0,20.0,0.0,18.25,55.0,57.948792049532834,10.5,267.5,267.7059954502327,0.4264923248137063,120.70211265756701,4,2
7.0,11.0,00:28:59.520,43488.0,B,,切球,1.0,,A4,61.0,890.0,1.0,,,2,4,,B1,95.0,388.0,2.0,960.0,213,104,116,1210,131,279,174,184,30.0,10.0,20.0,60.0,35.75,80.25,87.8528599420645,53.0,301.5,306.12293282274686,0.4434053948521914,749.561204972616,2,2
7.0,12.0,00:29:00.480,43512.0,A,,挑球,,,B1,95.0,388.0,2.0,,,2,4,,A3,74.0,848.0,1.0,1120.0,131,279,174,184,204,138,126,1105,40.0,90.0,70.0,10.0,43.5,14.749999999999998,45.93269532696726,0.75,227.25,227.2512376203923,0.34839309740417873,72.49827584156743,2,1
7.0,13.0,00:29:01.600,43540.0,B,,殺球,1.0,,A3,74.0,848.0,1.0,,,2,4,,A2,286.0,325.0,2.0,1000.0,204,138,126,1105,373,346,355,210,60.0,10.0,10.0,40.0,28.499999999999996,9.75,30.121628442034805,7.75,181.0,181.16584253109085,0.39698016323237106,447.9028912610411,1,2
7.0,14.0,00:29:02.600,43565.0,A,,未擊球,,,A2,286.0,325.0,2.0,落地,翻網球,2,5,B,,,,,,373,346,355,210,,,,,20.0,80.0,70.0,90.0,22.0,60.5,64.37584950895794,45.75,232.75,237.20376261771227,,135.51752654177244,2,
8.0,1.0,00:29:31.120,44278.0,B,1.0,發長球,,,A2,190.0,695.0,2.0,,,2,5,,A4,288.0,26.0,1.0,,,,,,425,-133,468,-103,10.0,40.0,60.0,80.0,19.75,11.0,22.6066914872566,8.5,252.0,252.14331242370872,,92.65527507918802,,4
8.0,2.0,00:29:33.200,44330.0,A,,殺球,,,A4,288.0,26.0,1.0,,,2,5,,B2,371.0,719.0,2.0,480.0,425,-133,468,-103,391,28,290,965,10.0,30.0,90.0,60.0,40.25,60.75,72.87403515656314,59.75,161.0,171.72962033382592,1.2991153674124645,1023.7353173550281,4,1
