rally,ball_round,time,frame_num,player,server,type,aroundhead,backhand,hit_area,hit_x,hit_y,hit_height,lose_reason,win_reason,roundscore_A,roundscore_B,getpoint_player,landing_area,landing_x,landing_y,landing_height,flying_time,now_right_x,now_right_y,now_left_x,now_left_y,next_right_x,next_right_y,next_left_x,next_left_y,right_delta_x,right_delta_y,left_delta_x,left_delta_y,right_x_speed,right_y_speed,right_speed,left_x_speed,left_y_speed,left_speed,avg_ball_speed,left_right_distance,hitting_area_number,landing_area_number
6.0,26.0,00:53:41.760,80544.0,B,,切球,,,B3,57.0,97.0,1.0,,,4,1,,B1,141.0,378.0,2.0,,,,,,,,,,80.0,50.0,50.0,40.0,23.0,18.75,29.674273369368294,16.25,174.0,174.75715292942948,,36.6742416417845,,
6.0,27.0,00:53:42.240,80556.0,B,,未過網,,,B1,141.0,378.0,2.0,未回擊成功,對方失誤,5,1,A,,,,,,,,,,314,184,320,138,90.0,70.0,20.0,20.0,7.75,70.75,71.1732042274338,9.5,168.0,168.26838681107037,,903.1600079720093,,2
7.0,1.0,00:54:06.360,81159.0,A,1.0,發長球,,,B2,223.0,677.0,2.0,,,5,1,,A4,329.0,18.0,1.0,1200.0,314,184,320,138,451,14,312,895,80.0,0.0,40.0,80.0,4.5,37.5,37.769034936042516,11.0,218.0,218.27734651126764,0.2504197864475658,9.0,2,1
7.0,2.0,00:54:08.520,81213.0,B,,切球,,,A4,329.0,18.0,1.0,,,5,1,,A2,110.0,614.0,2.0,880.0,451,14,312,895,336,63,336,63,40.0,70.0,10.0,30.0,9.0,56.75,57.459224672806016,24.75,230.75,232.0735336051916,0.44788082853617206,1007.4959056988768,1,3
7.0,3.0,00:54:09.200,81230.0,A,,放小球,,1.0,A2,110.0,614.0,2.0,,,5,1,,B1,85.0,340.0,2.0,1000.0,336,63,336,63,288,334,274,924,60.0,40.0,20.0,80.0,6.5,31.5,32.16364407215078,13.0,225.49999999999997,225.87441200808914,0.5686659828053723,71.34423592694787,3,2
7.0,4.0,00:54:10.200,81255.0,B,,挑球,,,B1,85.0,340.0,2.0,,,5,1,,A4,104.0,915.0,1.0,440.0,288,334,274,924,289,248,301,856,0.0,60.0,20.0,70.0,25.0,76.0,80.00624975587844,12.0,201.75,202.10656223883475,0.17786904366475598,715.2524030019053,2,1
7.0,5.0,00:54:11.840,81296.0,A,,長球,1.0,,A4,104.0,915.0,1.0,,,5,1,,A4,265.0,48.0,1.0,15080.0,289,248,301,856,180,84,211,164,30.0,70.0,90.0,50.0,25.75,59.25,64.60359897095518,19.75,208.75,209.68220000753522,0.029138828223148956,104.65180361560904,1,2
7.0,6.0,00:54:13.280,81332.0,B,,長球,1.0,,A4,265.0,48.0,1.0,,,5,1,,B4,317.0,883.0,1.0,2040.0,180,84,211,164,179,-73,247,961,80.0,70.0,90.0,40.0,8.0,11.749999999999998,14.2148689758295,60.25,261.0,267.8638880103102,0.1570971364618272,1049.7247258210125,2,1
7.0,7.0,00:54:14.840,81371.0,A,,切球,,,B4,317.0,883.0,1.0,,,5,1,,B2,48.0,283.0,2.0,840.0,179,-73,247,961,285,49,307,-28,10.0,30.0,10.0,50.0,7.249999999999999,11.749999999999998,13.806701271484076,37.75,271.25,273.8642455670327,0.5254455646241768,70.3846574190711,1,3
7.0,8.0,00:54:15.640,81391.0,B,,放小球,,,B2,48.0,283.0,2.0,,,5,1,,A1,75.0,598.0,2.0,1120.0,285,49,307,-28,211,-14,266,936,30.0,10.0,0.0,20.0,48.25,49.75,69.30458137814556,12.5,223.0,223.35006156256148,0.4054952761809958,723.002766246437,3,1
7.0,9.0,00:54:16.640,81416.0,A,,挑球,,1.0,A1,75.0,598.0,2.0,,,5,1,,B3,62.0,129.0,1.0,1080.0,211,-14,266,936,311,56,347,49,80.0,20.0,0.0,80.0,8.0,103.0,103.31021246711285,15.0,193.0,193.58202395883765,0.3874117670245458,59.941638282582836,1,3
7.0,10.0,00:54:17.240,81431.0,B,,切球,,,B3,62.0,129.0,1.0,,,5,1,,B1,280.0,595.0,2.0,600.0,311,56,347,49,416,191,399,1094,90.0,10.0,10.0,40.0,14.749999999999998,7.75,16.662082702951633,17.25,248.49999999999997,249.0979977840047,0.9919988939285947,1061.0202637084742,3,2
7.0,11.0,00:54:18.160,81454.0,A,,挑球,,,B1,280.0,595.0,2.0,,,5,1,,A4,275.0,41.0,1.0,1000.0,416,191,399,1094,362,91,371,91,80.0,30.0,60.0,90.0,24.5,38.25,45.42369976124798,66.5,302.25,309.4790986480347,0.5530219254243,57.723478758647246,2,2
7.0,12.0,00:54:19.360,81484.0,B,,切球,1.0,,A4,275.0,41.0,1.0,,,5,1,,A1,110.0,602.0,2.0,1280.0,362,91,371,91,447,-50,309,948,90.0,90.0,20.0,70.0,30.25,37.25,47.985674945758554,62.0,233.25,241.34946136256448,0.279831764905971,994.8356648210798,2,1
7.0,13.0,00:54:20.160,81504.0,A,,放小球,,1.0,A1,110.0,602.0,2.0,,,5,1,,B1,77.0,374.0,2.0,400.0,447,-50,309,948,451,-110,522,-103,30.0,40.0,10.0,50.0,15.75,1.5,15.82126733229674,7.249999999999999,176.25,176.39905045095907,1.4149922702969087,61.26989472816156,1,4
7.0,14.0,00:54:21.320,81533.0,B,,放小球,,,B1,77.0,374.0,2.0,,,5,1,,B1,352.0,546.0,2.0,840.0,451,-110,522,-103,353,285,372,1000,60.0,40.0,40.0,70.0,6.0,6.0,8.48528137423857,11.0,168.25,168.60920052001907,0.9038035337751226,1042.4739804906403,4,2
7.0,15.0,00:54:22.520,81563.0,A,,挑球,,,B1,352.0,546.0,2.0,,,5,1,,A4,293.0,36.0,1.0,520.0,353,285,372,1000,261,210,307,304,50.0,10.0,50.0,30.0,11.25,10.25,15.219231255224424,6.25,168.25,168.36604467647268,0.7565603121477888,1075.1172029132451,2,2
7.0,16.0,00:54:24.040,81601.0,B,,長球,1.0,,A4,293.0,36.0,1.0,,,5,1,,B4,321.0,904.0,1.0,1400.0,261,210,307,304,230,-73,269,976,0.0,80.0,10.0,50.0,22.5,43.0,48.53091798019073,15.25,198.75,199.33420429018196,0.14109719475364113,130.86252328302402,2,1
7.0,17.0,00:54:25.400,81635.0,A,,長球,,,B4,321.0,904.0,1.0,,,5,1,,B4,81.0,29.0,1.0,1120.0,230,-73,269,976,248,77,313,104,0.0,80.0,10.0,50.0,10.0,13.0,16.401219466856727,5.25,171.25,171.33045555300436,0.3235076608562045,76.4198926981712,1,2
